MP name,Nature of membership,Start of term,End of term,No. of Term,Standing Committee Membership,State,Constituency,Political party,Gender,Educational qualifications,Educational qualifications - details,Age,Debates,Private Member Bills,Questions,Attendance,Notes,National Debates average,National Private Member Bills average,National Questions average,National Attendance average,State's Debates average,State's Private Member Bills  average,State's Questions average,State's Attendance average
Manohar Joshi,Elected,3-Apr-06,02/04/2012,First Term,No,Maharashtra,,Shiv Sena,Male,Post Graduate,"B.A., M.A., LL.B. Educated at University of Mumbai ",79,25,0,144,64%, (Data corresponds to the period from 1 Jun 2009 to 15 Mar 2017.),23.9,0.6,181,78%,28.8,0.7,279,76%
Manohar Parrikar,Elected,26-Nov-14,In office,First Term,No,Uttar Pradesh,,Bharatiya Janata Party,Male,Graduate,IIT Bombay,61,N/A,N/A,N/A,N/A,"This MP is a minister. Ministers represent the government in debates, so we do not report their participation.  They do not sign the attendance register, ask questions, or introduce private member bills. (Data corresponds to the period from 1 Jun 2009 to 15 Mar 2017.)",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Manorama D. Sharma,Elected,26-Nov-14,18/02/2015,First Term,No,Uttarakhand,,Indian National Congress,Female,Information not available,Information not available,Information not available,2,0,5,91%, (Data corresponds to the period from 1 Jun 2009 to 15 Mar 2017.),4.3,0.1,17,78%,6.4,0,29,91%
Mansukh L. Mandaviya,Elected,3-Apr-12,In office,First Term,No,Gujarat,,Bharatiya Janata Party,Male,Inter/ Higher Secondary,"H.S.C., Veterinary Live Stock Inspector (Certificate Course), Educated at Songadh Gurukul and Gujarat Agricultural University, S.K. Nagar, Dantiwada, Gujarat",44,55,14,449,68%,"This MP was appointed a minister in July 2016. Ministers represent the government, so we do not report their participation.  Participation and attendance details for this MP are thus available only till 11th May, 2016. (Data corresponds to the period from 1 Jun 2009 to 15 Mar 2017.)",51.1,0.9,229,78%,32.2,2.7,226,79%
Matilal Sarkar,Elected,3-Apr-04,02/04/2010,Second Term,No,Tripura,,Communist Party of India (Marxist),Male,Post Graduate,"B.Sc., M.Sc., B.T., Special Training in Biology Educated at Bardowali High School, Agartala, M.B.B. College, Agartala, University of Saugar, Madhya Pradesh, B.T. (S.T.T.) College, Calcutta University, Agartala and Presidency College, Kolkata ",75,17,3,37,81%, (Data corresponds to the period from 1 Jun 2009 to 15 Mar 2017.),8.3,0.2,62,78%,17,3,37,83%
Maya Singh,Elected,10-Apr-08,23/12/2013,Second Term,No,Madhya Pradesh,,Bharatiya Janata Party,Female,Post Graduate,"B.A., M.A. (Political Science) Educated at Jiwaji University, Gwalior (Madhya Pradesh) ",66,111,0,526,93%, (Data corresponds to the period from 1 Jun 2009 to 15 Mar 2017.),39.5,1,282,78%,46.2,1.4,365,84%
Mayawati,Elected,3-Apr-12,In office,Third Term,No,Uttar Pradesh,,Bahujan Samaj Party,Female,Professional Graduate,"B.A., B. Ed., LL.B. Educated at Kalindi College, University of Delhi, BMLG College, Ghaziabad, Meerut University and University of Delhi",61,76,0,0,93%, (Data corresponds to the period from 1 Jun 2009 to 15 Mar 2017.),61.5,1.1,272,78%,71.6,0.8,233,82%
Md. Nadimul Haque,Elected,3-Apr-12,In office,First Term,Coal & Steel,West Bengal,,All India Trinamool Congress,Male,Graduate,"B.A., (Hons.) Political Science Educated at St. Xavier's College, University of Calcutta",47,96,0,300,83%, (Data corresponds to the period from 1 Jun 2009 to 15 Mar 2017.),61.5,1.1,272,78%,91.9,2,189,74%
Meghraj Jain,Elected,15-Sep-14,In office,Second Term,Agriculture,Madhya Pradesh,,Bharatiya Janata Party,Male,Others,,67,28,0,234,88%, (Data corresponds to the period from 1 Jun 2009 to 15 Mar 2017.),45.5,0.8,193,78%,37.5,0.7,191,84%
Mir Mohammad Fayaz,Elected,23-Feb-15,In office,First Term,Water Resources ,Jammu and Kashmir,,Jammu and Kashmir Peoples Democratic Party,Male,Information not available,Information not available,42,6,0,32,74%, (Data corresponds to the period from 1 Jun 2009 to 15 Mar 2017.),34.3,0.5,123,78%,35.7,0.3,30,84%
Misha Bharti,Elected,8-Jul-16,In office,First Term,"Food, Consumer Affairs & Public Distribution",Bihar,,Rashtriya Janata Dal,Female,Professional Graduate,"MBBS from Patna Medical College, Patna University",42,0,0,48,68%, (Data corresponds to the period from 1 Jun 2009 to 15 Mar 2017.),10.4,0.2,44,78%,14.7,0,20,80%
Mithun Chakraborty,Elected,3-Apr-14,28/12/2016,First Term,"Food, Consumer Affairs & Public Distribution",West Bengal,,All India Trinamool Congress,Male,Graduate,Information not available,66,0,0,0,10%, (Data corresponds to the period from 1 Jun 2009 to 15 Mar 2017.),42.6,0.7,154,78%,64.6,1.5,138,74%
Mohammad Shafi,Elected,16-Feb-09,12/01/2015,First Term,No,Jammu and Kashmir,,Jammu and Kashmir National Conference,Male,Professional Graduate,"B.A., LL. B. Educated at University of Kashmir, Srinagar ",73,20,0,4,82%, (Data corresponds to the period from 1 Jun 2009 to 15 Mar 2017.),51,1.2,331,78%,24.3,0,82,84%
Mohammed Adeeb,Elected,26-Nov-08,25/11/2014,First Term,No,Uttar Pradesh,,Independent,Male,Post Graduate,"M.Sc. Educated at Aligarh Muslim University, Aligarh (Uttar Pradesh) ",71,64,1,673,94%, (Data corresponds to the period from 1 Jun 2009 to 15 Mar 2017.),46.7,1.1,314,78%,43.1,1.7,230,82%
Mohammed Amin,Elected,17-May-07,18/08/2011,First Term,No,West Bengal,,Communist Party of India (Marxist),Male,Others,No formal education,88,15,0,55,91%, (Data corresponds to the period from 1 Jun 2009 to 15 Mar 2017.),18.4,0.6,141,78%,29.9,0.4,104,74%
Mohan Singh,Elected,5-Jul-10,22/09/2013,First Term,No,Uttar Pradesh,,Samajwadi Party,Male,Post Graduate,"M.A.; Educated at Shri Krishna Inter College, Barahaj, Deoria and Allahabad University, Allahabad, Uttar Pradesh",72,16,7,251,90%, (Data corresponds to the period from 1 Jun 2009 to 15 Mar 2017.),29,0.7,196,78%,25.3,1.2,141,82%
Mohd. Ali Khan,Elected,10-Apr-14,In office,Second Term,Agriculture,Andhra Pradesh,,Indian National Congress,Male,Under Matric,,69,80,1,1415,97%, (Data corresponds to the period from 1 Jun 2009 to 15 Mar 2017.),85.4,1.8,453,78%,68.4,3,692,78%
Mohsina Kidwai,Elected,30-Jun-10,29/06/2016,Second Term,Social Justice & Empowerment ,Chhattisgarh,,Indian National Congress,Female,Inter/ Higher Secondary,"Intermediate Educated at Women's College, Aligarh Muslim University, Aligarh ",85,22,0,268,90%, (Data corresponds to the period from 1 Jun 2009 to 15 Mar 2017.),65,1.2,333,78%,43.8,0.4,419,88%
Moinul Hassan,Elected,3-Apr-06,02/04/2012,First Term,No,West Bengal,,Communist Party of India (Marxist),Male,Graduate,"B. Sc. Educated at University of Calcutta, (West Bengal) ",59,73,0,334,80%, (Data corresponds to the period from 1 Jun 2009 to 15 Mar 2017.),23.9,0.6,181,78%,37.6,0.4,126,74%
Motilal Vora,Elected,10-Apr-14,In office,Fourth Term,Railways ,Chhattisgarh,,Indian National Congress,Male,Inter/ Higher Secondary,"High School Educated at Raipur, Chhattisgarh ",88,78,0,1031,97%, (Data corresponds to the period from 1 Jun 2009 to 15 Mar 2017.),85.4,1.8,453,78%,64.6,0.6,575,88%
Mrinal Miri,Nominated,29-Jun-12,21/03/2016,First Term,Water Resources ,,,Independent,Male,Doctorate,BA in Philosophy from the University of Cambridge in 1966 and doctorate in 1970.,76,2,0,11,89%, (Data corresponds to the period from 1 Jun 2009 to 15 Mar 2017.),42.2,0.8,199,78%,18.3,0.4,40,72%
Mukhtar Abbas Naqvi,Elected,8-Jul-16,In office,Third Term,No,Jharkhand,,Bharatiya Janata Party,Male,Professional Graduate,"B.A., LL.B.; Educated at Allahabad University, Allahabad",59,33,0,8,89%,"This MP was appointed a minister in Nov 2014. Ministers represent the government, so we do not report their participation.  Participation and attendance details for this MP are thus available only till 14th Aug, 2014. (Data corresponds to the period from 1 Jun 2009 to 15 Mar 2017.)",46.9,1,279,78%,38.6,1.4,243,79%
Mukul Roy,Elected,3-Apr-12,In office,Second Term,"Transport, Tourism and Culture",West Bengal,,All India Trinamool Congress,Male,Graduate,"Higher Secondary, B. Sc. (Part I); Educated at Harneet High School, Kanchrapara, North 24 Parganas and Calcutta University, Kolkata (West Bengal)",62,4,0,0,47%,"This MP was a minister. He tendered his resignation on 21st Sep, 2012. Ministers represent the government in debates, so we do not report their participation. Participation and attendance details for this MP are thus available only from 22nd Sep, 2012. (Data corresponds to the period from 1 Jun 2009 to 15 Mar 2017.)",85.4,1.8,453,78%,129.5,2.4,315,74%
Mukut Mithi,Elected,24-Jun-14,In office,Second Term,Railways ,Arunachal Pradesh,,Indian National Congress,Male,Graduate,"B.Sc. Educated at J.N. College, Pasighat ",65,6,0,7,85%, (Data corresponds to the period from 1 Jun 2009 to 15 Mar 2017.),85.2,1.8,453,78%,6,0,7,85%
Munquad Ali,Elected,3-Apr-12,In office,Second Term,Rural Development ,Uttar Pradesh,,Bahujan Samaj Party,Male,Graduate,"B.A. Educated at Meerut University, Meerut ",54,7,0,0,66%, (Data corresponds to the period from 1 Jun 2009 to 15 Mar 2017.),85.4,1.8,453,78%,92,2.1,355,82%
Munvvar Saleem,Elected,3-Apr-12,In office,First Term,Petroleum & Natural Gas,Uttar Pradesh,,Samajwadi Party,Male,Professional Graduate,"B.A., LL.B. Educated at S.S.L. Jain PG College, Vidisha and Rajeev Gandhi College, Bhopal",57,158,0,53,93%, (Data corresponds to the period from 1 Jun 2009 to 15 Mar 2017.),61.5,1.1,272,78%,71.6,0.8,233,82%
Murli Deora,Elected,3-Apr-14,23/11/2014,Third Term,External Affairs,Maharashtra,,Indian National Congress,Male,Graduate,B.A.,80,0,0,0,69%,"This MP was a minister. He tendered his resignation on 12th Jul, 2011. Ministers represent the government in debates, so we do not report their participation. Participation and attendance details for this MP are thus available only from 13th Jul, 2011. (Data corresponds to the period from 1 Jun 2009 to 15 Mar 2017.)",6.6,0.1,21,78%,6.7,0.2,39,76%
N. Balaganga,Elected,3-Apr-08,02/04/2014,First Term,No,Tamil Nadu,,All India Anna Dravida Munnetra Kazhagam,Male,Graduate,"B.A. Educated at Madras University, Chennai",66,38,0,545,69%, (Data corresponds to the period from 1 Jun 2009 to 15 Mar 2017.),40,1,291,78%,52.3,0.7,339,75%
N. Gokulakrishnan,Elected,27-Nov-15,In office,First Term,Labour ,Puducherry,,All India Anna Dravida Munnetra Kazhagam,Male,Graduate,"B.A. (Economics) Educated at Arignar Anna Govt. Arts College, Karaikal (Puducherry)",63,5,0,96,74%, (Data corresponds to the period from 1 Jun 2009 to 15 Mar 2017.),23.2,0.4,83,78%,5.7,0,109,64%
N. Janardhana Reddy,Elected,1-Apr-09,09/05/2014,Third Term,No,Andhra Pradesh,,Indian National Congress,Male,Professional Graduate,"B.A., B.Ed., Trained in Basic Education (a Gandhian Concept) ; Educated at V.R. College, Government College of Education, Nellore and Government College of Basic Education, Pentapadu, West Godavari District (Andhra Pradesh)",82,5,0,7,55%, (Data corresponds to the period from 1 Jun 2009 to 15 Mar 2017.),40,1,291,78%,34.5,1.6,496,78%
N. K. Singh,Elected,10-Apr-08,09/04/2014,First Term,No,Bihar,,Janata Dal (United),Male,Post Graduate,"M.A. (Economics) Educated at St. Stephen's College, University of Delhi and Delhi School of Economics, Delhi ",76,114,1,1036,86%, (Data corresponds to the period from 1 Jun 2009 to 15 Mar 2017.),40,1,291,78%,53.4,0.1,348,80%
N.R. Govindarajar,Elected,30-Jun-04,29/06/2010,First Term,No,Tamil Nadu,,All India Anna Dravida Munnetra Kazhagam,Male,Post Graduate,"M.A. Educated at Annamalai University, Annamalai Nagar (Tamil Nadu) ",62,14,0,162,65%, (Data corresponds to the period from 1 Jun 2009 to 15 Mar 2017.),10,0.3,77,78%,15.6,0.2,76,75%
Nand Kishore Yadav,Elected,5-Jul-04,04/07/2010,First Term,No,Uttar Pradesh,,Samajwadi Party,Male,Post Graduate,"M.A. (Political Science), LL.B. Educated at Gorakhpur University, Gorakhpur and Shibli National College, Azamgarh (Uttar Pradesh) ",58,13,0,204,88%, (Data corresponds to the period from 1 Jun 2009 to 15 Mar 2017.),10,0.3,77,78%,8.4,0.4,58,82%
Nand Kumar Sai,Elected,30-Jun-10,29/06/2016,Second Term,Social Justice & Empowerment ,Chhattisgarh,,Bharatiya Janata Party,Male,Post Graduate,"M.A.(Political Science) ; Educated at N.E.S. College (formerly Ravishankar University), Jashpur Nagar, Distt. Raigarh (Madhya Pradesh)",71,48,0,661,73%, (Data corresponds to the period from 1 Jun 2009 to 15 Mar 2017.),65,1.2,333,78%,43.8,0.4,419,88%
Nandamuri Harikrishna,Elected,10-Apr-08,22/08/2013,First Term,No,Andhra Pradesh,,Telugu Desam Party,Male,Inter/ Higher Secondary,"S.Sc. Educated at Senior Secondary School, Chennai ",60,2,0,126,69%, (Data corresponds to the period from 1 Jun 2009 to 15 Mar 2017.),35.5,1,269,78%,33.1,1.6,464,78%
Nandi Yellaiah,Elected,10-Apr-08,09/04/2014,Second Term,No,Andhra Pradesh,,Indian National Congress,Male,Matric,Matric,74,15,0,333,78%, (Data corresponds to the period from 1 Jun 2009 to 15 Mar 2017.),40,1,291,78%,34.5,1.6,496,78%
Narayan Lal Panchariya,Elected,10-Apr-14,In office,First Term,Chemicals & Fertilizers and Rural Development ,Rajasthan,,Bharatiya Janata Party,Male,Post Graduate,"M.Com., LL.B. Educated at Rajasthan University, Jaipur, Rajasthan and Jodhpur University, Jodhpur, Rajasthan",62,28,0,317,94%, (Data corresponds to the period from 1 Jun 2009 to 15 Mar 2017.),45.4,0.8,163,78%,38.2,0.5,135,84%
Narayan Singh Kesari,Elected,3-Apr-06,02/04/2012,Second Term,No,Madhya Pradesh,,Bharatiya Janata Party,Male,Graduate,Hindi Visharad Educated at Indore ,91,1,0,7,95%, (Data corresponds to the period from 1 Jun 2009 to 15 Mar 2017.),23.9,0.6,181,78%,24.9,0.6,211,84%
Narayan Singh Manaklao,Nominated,27-Aug-03,26/08/2009,First Term,No,,,Bharatiya Janata Party,Male,Doctorate,"M.A. (Hindi Literature), Ph.D. (Hindi Literature) Educated at Jai Narayan Vyas University, Jodhpur",74,1,0,0,87%, (Data corresponds to the period from 1 Jun 2009 to 15 Mar 2017.),4.3,0.1,25,78%,1.3,0.1,13,72%
Narendra Budania,Elected,3-Apr-12,In office,Third Term,Industry,Rajasthan,,Indian National Congress,Male,Professional Graduate,"B.Sc., LL.B. ; Educated at Lohia P.G. College, Churu and University of Rajasthan, Jaipur (Rajasthan)",60,63,0,76,94%, (Data corresponds to the period from 1 Jun 2009 to 15 Mar 2017.),81.7,1.7,431,78%,73.5,0.5,491,84%
Narendra Jadhav,Nominated,26-Apr-16,In office,First Term,Social Justice & Empowerment ,,,Independent,Male,Information not available,Information not available,63,13,0,0,79%, (Data corresponds to the period from 1 Jun 2009 to 15 Mar 2017.),15.3,0.2,55,78%,7,0.1,17,72%
Narendra Kumar Kashyap,Elected,5-Jul-10,04/07/2016,First Term,"Transport, Tourism and Culture",Uttar Pradesh,,Bahujan Samaj Party,Male,Professional Graduate,"B.A., LL.B. ; Educated at K.V. Degree College, Meerut University, Uttar Pradesh and M.M.H. College, Ghaziabad, Uttar Pradesh",54,136,9,382,83%, (Data corresponds to the period from 1 Jun 2009 to 15 Mar 2017.),65,1.2,333,78%,71.4,1.6,259,82%
Narendra Kumar Swain,Elected,14-Dec-15,In office,First Term,"Transport, Tourism and Culture",Odisha,,Biju Janata Dal,Male,Information not available,Information not available,51,6,0,104,79%, (Data corresponds to the period from 1 Jun 2009 to 15 Mar 2017.),21.6,0.4,75,78%,21.6,0.2,100,77%
Naresh Chandra Agrawal,Elected,3-Apr-12,In office,Second Term,Finance,Uttar Pradesh,,Samajwadi Party,Male,Professional Graduate,"B.Sc., LL.B. ; Educated at Lucknow University, Lucknow",65,252,0,509,81%, (Data corresponds to the period from 1 Jun 2009 to 15 Mar 2017.),77.1,1.6,392,78%,85,1.8,310,82%
Naresh Gujral,Elected,10-Apr-16,In office,Third Term,Finance,Punjab,,Shiromani Akali Dal,Male,Graduate,"B.A., F.C.A. Educated at St. Stephen's College, University of Delhi and Institute of Chartered Accountants of India, Delhi ",68,77,0,258,95%, (Data corresponds to the period from 1 Jun 2009 to 15 Mar 2017.),77.1,1.6,392,78%,78.8,1,410,80%
Natuji Halaji Thakor,Elected,10-Apr-08,09/04/2014,First Term,No,Gujarat,,Bharatiya Janata Party,Male,Inter/ Higher Secondary,"SSC Educated at Mudarada, Distt. Mehsana (Gujarat) ",56,23,0,512,72%, (Data corresponds to the period from 1 Jun 2009 to 15 Mar 2017.),40,1,291,78%,31.5,0.8,279,79%
Navjot Singh Sidhu,Nominated,28-Apr-16,18/07/2016,First Term,No,,,Bharatiya Janata Party,Male,Professional Graduate,"B.A., LL.B.",53,0,0,0,40%, (Data corresponds to the period from 1 Jun 2009 to 15 Mar 2017.),4.9,0,11,78%,1.3,0,2,72%
Nazir Ahmed Laway,Elected,23-Feb-15,In office,First Term,Labour ,Jammu and Kashmir,,Jammu and Kashmir Peoples Democratic Party,Male,Graduate,B.A.,51,3,0,55,76%, (Data corresponds to the period from 1 Jun 2009 to 15 Mar 2017.),34.3,0.5,123,78%,35.7,0.3,30,84%
Naznin Faruque,Elected,3-Apr-10,02/04/2016,First Term,Water Resources ,Assam,,Indian National Congress,Female,Graduate,"B.A.(Hons.) ; Educated at Lady Kene College, North Eastern Hill University, Shillong, Meghalaya",62,13,0,377,82%, (Data corresponds to the period from 1 Jun 2009 to 15 Mar 2017.),61.7,1.3,335,78%,49.6,0.6,278,83%
Neeraj Shekhar,Elected,26-Nov-14,In office,First Term,Home Affairs,Uttar Pradesh,,Samajwadi Party,Male,Graduate,B.A. (Hons.); Educated at Modern School and Atmaram Sanatan College,48,96,0,346,94%, (Data corresponds to the period from 1 Jun 2009 to 15 Mar 2017.),38.6,0.7,140,78%,48.9,0.3,126,82%
Nekkanti Bhaskar Rao,Elected,2-Jul-16,In office,First Term,Home Affairs,Odisha,,Biju Janata Dal,Male,Graduate,Bachelor of Commerce from Alagappa University,63,0,0,0,57%, (Data corresponds to the period from 1 Jun 2009 to 15 Mar 2017.),10.4,0.2,44,78%,5.4,0,50,77%
Nirmala Sitharaman,Elected,1-Jul-16,In office,Second Term,No,Karnataka,,Bharatiya Janata Party,Female,Doctorate,Ph.D.,57,N/A,N/A,N/A,N/A,"This MP is a minister. Ministers represent the government in debates, so we do not report their participation.  They do not sign the attendance register, ask questions, or introduce private member bills. (Data corresponds to the period from 1 Jun 2009 to 15 Mar 2017.)",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
O.T. Lepcha,Elected,24-Feb-06,23/02/2012,First Term,No,Sikkim,,Sikkim Democratic Front,Male,Under Graduate,,47,16,2,155,77%, (Data corresponds to the period from 1 Jun 2009 to 15 Mar 2017.),22,0.6,170,78%,16,2,155,64%
Om Prakash Mathur,Elected,5-Jul-16,In office,Second Term,No,Rajasthan,,Bharatiya Janata Party,Male,Graduate,"B.A. Educated at Rajasthan University, Jaipur ",64,16,0,307,78%, (Data corresponds to the period from 1 Jun 2009 to 15 Mar 2017.),50.3,1.2,335,78%,47.7,0.6,435,84%
Oscar Fernandes,Elected,1-Jul-16,In office,Fourth Term,Energy,Karnataka,,Indian National Congress,Male,Graduate,"Intermediate, B.A.II Educated at Cecilia's Convent, Board High School and M.G.M.College, Udupi ",75,6,0,16,83%,"This MP was a minister from Jun, 2013 to May 2014.  Ministers represent the government, so we do not report their participation.  Participation and attendance details for this MP are thus available only till 8th May, 2013. (Data corresponds to the period from 1 Jun 2009 to 15 Mar 2017.)",75.3,1.4,376,78%,47.7,1.6,319,70%
P. Chidambaram,Elected,5-Jul-16,In office,First Term,Home Affairs,Maharashtra,,Indian National Congress,Male,Professional Post Graduate,"B.Sc., B.L., M.B.A.; Educated at Madras University, Chennai, Tamil Nadu and Harvard University, Boston, Massachusetts (U.S.A.)",71,3,0,0,64%, (Data corresponds to the period from 1 Jun 2009 to 15 Mar 2017.),10.4,0.2,44,78%,9.7,0.6,68,76%
P. Kannan,Elected,7-Oct-09,06/10/2015,First Term,Labour ,Puducherry,,Indian National Congress,Male,Inter/ Higher Secondary,"P.U.C. (Intermediate) ; Educated at Tagore Arts College, Puducherry",67,13,0,1,53%, (Data corresponds to the period from 1 Jun 2009 to 15 Mar 2017.),57.9,1.2,346,78%,14.7,0,1,64%
P. Rajeeve,Elected,22-Apr-09,23/04/2015,First Term,No,Kerala,,Communist Party of India (Marxist),Male,Professional Graduate,"B.A., LL.B., Diploma in Chemical Engineering Educated at St. Pauls College, Kalamassery, Govt. Law College, Ernakulum and Govt. Polytechnic, Kalamassery ",49,219,4,792,84%, (Data corresponds to the period from 1 Jun 2009 to 15 Mar 2017.),57.7,1.3,345,78%,96.6,1,525,71%
P.J. Kurien,Elected,2-Jul-12,In office,Third Term,No,Kerala,,Indian National Congress,Male,Post Graduate,"M. Sc. Educated at St. Thomas College, Kozencherry (Kerala) and Government Science College, Rewa (Madhya Pradesh) ",75,35,2,150,95%,"This MP was elected Deputy Chairman of RS in October 2012. Participation and attendance details of this MP are thus available till 7th Sep, 2012. (Data corresponds to the period from 1 Jun 2009 to 15 Mar 2017.)",27.8,0.7,199,78%,34.7,0.7,298,71%
P.L. Punia,Elected,26-Nov-14,In office,First Term,Labour ,Uttar Pradesh,,Indian National Congress,Male,Doctorate,"M.A., Ph.D.; Educated at Punjab University, Chandigarh and Lucknow University, Lucknow, Uttar Pradesh",72,109,3,310,87%, (Data corresponds to the period from 1 Jun 2009 to 15 Mar 2017.),38.6,0.7,140,78%,48.9,0.3,126,82%
P.R. Rajan,Elected,2-Jul-06,01/07/2012,First Term,No,Kerala,,Communist Party of India (Marxist),Male,Graduate,"B.Sc. Educated at Government Victoria College, Palakkad (Kerala) ",80,9,0,72,32%, (Data corresponds to the period from 1 Jun 2009 to 15 Mar 2017.),27.8,0.7,199,78%,34.7,0.7,298,71%
Palvai Govardhan Reddy,Elected,3-Apr-12,In office,Second Term,Chemicals & Fertilizers,Telangana,,Indian National Congress,Male,Graduate,"B.A. Educated at Vivekavardhini College, Osmania University",80,73,0,610,84%, (Data corresponds to the period from 1 Jun 2009 to 15 Mar 2017.),61.5,1.1,272,78%,120.9,0.6,481,77%
Pankaj Bora,Elected,16-Dec-11,02/04/2016,First Term,"Food, Consumer Affairs & Public Distribution",Assam,,Indian National Congress,Male,Graduate,"B.A. (Hons.) Educated at Cotton College, Guwahati",71,39,0,353,97%, (Data corresponds to the period from 1 Jun 2009 to 15 Mar 2017.),49.2,0.9,231,78%,37.3,0.5,206,83%
Parimal Nathwani,Elected,10-Apr-14,In office,Second Term,"Science & Technology, Environment & Forests",Jharkhand,,Independent,Male,Post Graduate,"Professional doctorate in management Educated at National Institute of Management, Ahmedabad ",61,19,0,1026,38%, (Data corresponds to the period from 1 Jun 2009 to 15 Mar 2017.),85.4,1.8,453,78%,50.7,0.7,603,79%
Parshottam Khodabhai Rupala,Elected,4-Jun-16,In office,Second Term,No,Gujarat,,Bharatiya Janata Party,Male,Professional Graduate,"B.Sc., B.Ed. Educated at Saurashtra University and Gujarat University ",62,43,8,550,75%,"This MP was appointed a minister in July 2016. Ministers represent the government, so we do not report their participation.  Participation and attendance details for this MP are thus available only till 11th May, 2016. (Data corresponds to the period from 1 Jun 2009 to 15 Mar 2017.)",40,1,291,78%,31.5,0.8,279,79%
Parvez Hashmi,Elected,28-Jan-12,In office,Second Term,Urban Development,Delhi,,Indian National Congress,Male,Post Graduate,"M. Sc. (Chemistry) ; Educated at Aligarh Muslim University, Aligarh",62,41,0,509,94%, (Data corresponds to the period from 1 Jun 2009 to 15 Mar 2017.),81.7,1.7,431,78%,24.4,0,173,94%
Paul Manoj Pandian,Elected,30-Jun-10,29/06/2016,First Term,"Science & Technology, Environment & Forests",Tamil Nadu,,All India Anna Dravida Munnetra Kazhagam,Male,Professional Post Graduate,"B.L., M.L. ; Educated at Dr. Ambedkar Law College, Chennai and Madras University, Chennai",45,40,0,225,53%, (Data corresponds to the period from 1 Jun 2009 to 15 Mar 2017.),65,1.2,333,78%,88.2,0.9,450,75%
Pavan Kumar Varma,Elected,23-Jun-14,07/07/2016,First Term,External Affairs,Bihar,,Janata Dal (United),Male,Professional Graduate,"B.A. (Hons.) History, LL.B. Educated at St. Stephen's College, New Delhi and University of Delhi Honorary Doctoral Degree by University of Indianapolis",63,21,0,11,98%, (Data corresponds to the period from 1 Jun 2009 to 15 Mar 2017.),34.8,0.6,119,78%,45.7,0.1,79,80%
Penumalli Madhu,Elected,22-Jun-04,21/06/2010,First Term,No,Andhra Pradesh,,Communist Party of India (Marxist),Male,Under Graduate,,68,8,0,165,86%, (Data corresponds to the period from 1 Jun 2009 to 15 Mar 2017.),10,0.3,77,78%,12.8,1.1,166,78%
Phaggan Singh Kulaste,Elected,3-Apr-12,16/05/2014,First Term,No,Madhya Pradesh,,Bharatiya Janata Party,Male,Post Graduate,"M.A., B.Ed., LL.B. Educated at Mandla College, Dr. Hari Singh University, Sagar and Rani Durgawati University, Jabalpur (Madhya Pradesh)",57,2,0,83,76%, (Data corresponds to the period from 1 Jun 2009 to 15 Mar 2017.),16.1,0.4,110,78%,21.5,0.8,173,84%
Piyush Vedprakash Goyal,Elected,5-Jul-16,In office,Second Term,No,Maharashtra,,Bharatiya Janata Party,Male,Professional Graduate,"B.Com., LL.B., F.C.A. ; Educated at Don Bosco High School, Mumbai, Jai Hind College, Mumbai, H.R. College of Commerce and Economics, Mumbai, Government Law College, Mumbai and Institute of Chartered Accountants of India, New Delhi",52,26,0,297,75%,"This MP was appointed a minister in May 2014. Ministers represent the government, so we do not report their participation.  Participation and attendance details for this MP are thus available only till 21st Feb, 2014. (Data corresponds to the period from 1 Jun 2009 to 15 Mar 2017.)",40.3,0.9,257,78%,45.2,1.6,428,76%
Prabha Thakur,Elected,10-Apr-08,09/04/2014,Second Term,No,Rajasthan,,Indian National Congress,Female,Doctorate,"B.A., M.A., Ph.D. Educated at Udaipur University, Udaipur (Rajasthan) ",67,67,0,366,85%, (Data corresponds to the period from 1 Jun 2009 to 15 Mar 2017.),40,1,291,78%,41.7,0.5,405,84%
Prabhakar Kore,Elected,26-Jun-14,In office,Third Term,"Transport, Tourism and Culture and Energy and Transport, Tourism and Culture",Karnataka,,Bharatiya Janata Party,Male,Doctorate,"B.Com. Educated at Gogte College of Commerce, Belgaum ",69,17,0,328,65%, (Data corresponds to the period from 1 Jun 2009 to 15 Mar 2017.),85.4,1.8,453,78%,51.3,2.6,354,70%
Prabhat Jha,Elected,10-Apr-14,In office,Second Term,"Information Technology and Personnel, Public Grievances, Law and Justice",Madhya Pradesh,,Bharatiya Janata Party,Male,Post Graduate,"B. Sc., M.A. (Political Science), LL. B., Educated at PGV College, Gwalior and Madhav College, and MLB College, Gwalior ",59,83,18,1725,69%, (Data corresponds to the period from 1 Jun 2009 to 15 Mar 2017.),85.4,1.8,453,78%,79,1.7,529,84%
Prabhu Suresh Prabhakar,Elected,22-Jun-16,In office,Second Term,No,Andhra Pradesh,,Bharatiya Janata Party,Male,Professional Graduate,C.A.,63,N/A,N/A,N/A,N/A,"This MP is a minister. Ministers represent the government in debates, so we do not report their participation.  They do not sign the attendance register, ask questions, or introduce private member bills. (Data corresponds to the period from 1 Jun 2009 to 15 Mar 2017.)",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
